appearanceId,collectionKey,scope,terminalStatus,assetStatus,presentationStatus,reasonCodes,missingRelativePaths,slotKey,route,sourceSide,primarySourceItemId,primaryItemLevel,nativeDisplayId,modelPath,skinPath,displayTexturePath,modelSignature,geometryKey,textureKey,displayKey,modelId,syntheticDisplayId,allocationStatus,cameraPreset,shapeClass,extentRatio,radius,cameraLayout,cameraNotes,outlierReasons
207848,appearance.d33857.s15.c2.sc2,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,21478,68,33857,item\objectcomponents\weapon\bow_1h_ahnqiraj_d_01.m2,item\objectcomponents\weapon\bow_1h_ahnqiraj_d_0100.skin,item\objectcomponents\weapon\bow_1h_ahnqiraj_d01.blp,m2:9650562eacafd6023c768f1e2a98955a14876b6180c597d323194619593976a2,d8f7e2d21fc9cbd1049fe188b291fc7ddb105c6564f53ab330508000b610c951,19b2abdef8006d70aa0409a3d264930e68ef8278a23192117fa418c928ad301d,c18b5358c2dfdd1869be6e664ea363a77432b8b05e25ff8fcc4ab4fc0209c3ca,4433,41466,ACTIVE,BOW,RANGED,13.157676,1.035928,CAMERALESS,,
207850,appearance.d33867.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,21485,68,33867,item\objectcomponents\shield\shield_ahnqiraj_d_01.m2,item\objectcomponents\shield\shield_ahnqiraj_d_0100.skin,item\objectcomponents\shield\shield_ahnqiraj_d_01.blp,m2:a50ebacc118b38289087808c6dd2b129e468d0e08eb343277b15b39bcda9fb46,394dc8d4de76b2d8be8bc17239a1d24c6166600778b0d7ebc3b35f389ce97828,4f9d6db7ada8028b235b436d7afac8c6739bbf2d5bf499d7f24c42e37abd11d1,ad44698756a586fe54086581fbf5b05eae1115a4ab4e0ffb3e5f848cc30ec6db,4434,41467,ACTIVE,SHIELD,SHIELD,7.152128,0.632304,CAMERALESS,,
207857,appearance.d33882.s17.c2.sc8,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21492,66,33882,item\objectcomponents\weapon\sword_2h_ahnqiraj_d_01.m2,item\objectcomponents\weapon\sword_2h_ahnqiraj_d_0100.skin,item\objectcomponents\weapon\sword_2h_ahnqiraj_d_01green.blp,m2:0d402370649ee4907e17fd66039fcf7dff5a44e063d613779727706c7bdfa3a3,0ddef80ec673a3b22937acfa93a18743034fb190a05ce30ecb2a8eba5751f2f3,0bbba1d422572ba0342dffc47ba3cf874fe0e25b214b0368105f0d1e0d12e07d,fdddb9ce6096e61c298adf0b0d51ee1cb0eaac1aae3b78638272d69e2c88c4f2,4435,41468,ACTIVE,TWO_HAND_SWORD,LONG_AXIS,12.948526,1.064207,CAMERALESS,,
207862,appearance.d33894.s13.c2.sc15,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21498,66,33894,item\objectcomponents\weapon\knife_1h_ahnqiraj_d_03.m2,item\objectcomponents\weapon\knife_1h_ahnqiraj_d_0300.skin,item\objectcomponents\weapon\knife_1h_ahnqiraj_d03.blp,m2:f5128c3876b1debfd201fa488eeee122cb1583a8b6ba85c95dfcdb23bb1a80ac,173db914f264376e0f01ebeb554561255e33fdfc9b7f78e2406b91afc1c371e8,1df1f64e71edee5f6b545c80d3117bdb3f753eabf5ba791ee3f122dad6fe22a0,5f0b2073780b937572bca61c2924f66b0c3cdc71de8f51e879e65af996954225,4436,41469,ACTIVE,DAGGER,LONG_AXIS,9.10487,0.514412,CAMERALESS,,
207876,appearance.d33991.s21.c2.sc15,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21523,76,33991,item\objectcomponents\weapon\knife_1h_epic_a_03.m2,item\objectcomponents\weapon\knife_1h_epic_a_0300.skin,item\objectcomponents\weapon\knife_1h_epic_a_01.blp,m2:df14e55b5198c8f708c4ca40d84d65c07dc945226e1e38515a2152200d6294a5,5531eee6aa5622dc9ffff3a44a9e1c99358ee35417d3890092e2683856cfa17e,0df3c45adab9f7e22f2b97c5ae528ef6a784edc95b7b820a0bbcbeab6963ca19,96aab0c665cc6572774b9cd94ac1d8cd3caa99e999f96d1f1681909237c50edc,4422,41470,ACTIVE,DAGGER,COMPACT,1.37359,1.362664,CAMERALESS,,
207877,appearance.d33992.s13.c2.sc15,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21522,76,33992,item\objectcomponents\weapon\knife_1h_epic_a_03.m2,item\objectcomponents\weapon\knife_1h_epic_a_0300.skin,item\objectcomponents\weapon\knife_1h_epic_a_01.blp,m2:df14e55b5198c8f708c4ca40d84d65c07dc945226e1e38515a2152200d6294a5,5531eee6aa5622dc9ffff3a44a9e1c99358ee35417d3890092e2683856cfa17e,0df3c45adab9f7e22f2b97c5ae528ef6a784edc95b7b820a0bbcbeab6963ca19,84c7bf7d6a1d40b52991ce93cb5fb396649d017f4218c7b353dd9a6fbc3e542e,4422,41471,ACTIVE,DAGGER,COMPACT,1.37359,1.362664,CAMERALESS,,
207878,appearance.d33994.s21.c2.sc7,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21521,76,33994,item\objectcomponents\weapon\sword_1h_blackwing_a_02.m2,item\objectcomponents\weapon\sword_1h_blackwing_a_0200.skin,item\objectcomponents\weapon\sword_1h_blackwing_a_02.blp,m2:ad9123ab795ce7fc439459a86b32155d84f369b4111dd2ac4076c1bf6cdd4782,3999ed82fdb9f767d6fa6d64631558f77d4100eef1f20279d209595bb8d49b61,a8e4bc7a94d07abf776ee48ce1a587b8414dceb1215e8be9f40b72c3cab9781b,bf3d5cb75e4639e03fd1a40664604543b40b5d2828894e0a641b6fd3e3ed648b,4437,41472,ACTIVE,ONE_HAND_SWORD,LONG_AXIS,10.897535,0.928216,CAMERALESS,,
207924,appearance.d34101.s14.c4.sc6,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,21549,1,34101,item\objectcomponents\shield\shield_pvphorde_a_01.m2,item\objectcomponents\shield\shield_pvphorde_a_0100.skin,item\objectcomponents\shield\shield_pvphorde_a_01.blp,m2:9e5cdf43bf840cbc57780d5f7c77925746f16eb2159add7b0b1a48131b61e2f0,f9e27d2bcf698c8fa99848241934611d6e57905bc9a25ef6853131e7cb57ab8b,02200208d17fda0998c01cb6e1d70217d5397264fb2021f248e65d04d75b85e3,408f91c5c0652ae5da4e8e5b7eb023c25061b69407b4c84e2f3acf997ae5c7ed,,,,SHIELD,SHIELD,2.847418,0.653657,CAMERALESS,,
207925,appearance.d34102.s15.c2.sc2,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,30456,0,34102,item\objectcomponents\weapon\bow_1h_hunterepic.m2,item\objectcomponents\weapon\bow_1h_hunterepic00.skin,item\objectcomponents\weapon\bow_1h_epic01.blp,m2:7207d7ec31a5583972002459108cfaefef9610ac2705900fab05feca45302771,4a7eaaa653c52afd429cb5f76be2884b401802f2dad75b47a316d5c0f0df522e,4f4989efab6c5610e2dca70e5604f7f143b540b4ed9281cd8a6258b902584a9d,6ce41b0be1821600c5c769de89199610853f2585dbeacecf98cd2e4dd343439c,,,,BOW,RANGED,5.514541,1.366982,CAMERALESS,,
207926,appearance.d34105.s13.c2.sc15,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21551,1,34105,item\objectcomponents\weapon\knife_1h_pvpalliance_a_01.m2,item\objectcomponents\weapon\knife_1h_pvpalliance_a_0100.skin,item\objectcomponents\weapon\knife_1h_pvpalliance_a_01blackred.blp,m2:f1e39639437a689e7a3cf80d6700fb3c83e44a3391e1158ecd6be0b4dbbf32be,566c34b89943ff23f1a35f48713f3559cac13a001a6a1e2ec1e990b3ded14c9c,0073c34a0277b548d5dab925e4ba974cd620839bf638eaa937956134d079a7c0,7d84b2f58e75dfa7709c1e0f333d7b226fa05c36cc2a71b605ddc9c69e267ed6,,,,DAGGER,LONG_AXIS,4.366484,0.516125,CAMERALESS,,
207927,appearance.d34106.s13.c2.sc8,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21553,1,34106,item\objectcomponents\weapon\sword_2h_pvpalliance_a_01.m2,item\objectcomponents\weapon\sword_2h_pvpalliance_a_0100.skin,item\objectcomponents\weapon\sword_2h_pvpalliance_a_01.blp,m2:a1543886252ea6e6ebe6b6f2101e4441f600e7cdaf92c77827e63f9e2174545e,fe518bf2612dc347bcc7b5f3e236e92089d0c4a9f2322270851c2ba235196b4b,16604e7511a12d610810055502bf17232706cba0ca253666707195f7bdf2b915,20e45224e9f6a270b0ecd46cc9c6646855e407269406c548fa6abcffb2de414c,,,,TWO_HAND_SWORD,FLAT,3.273936,1.2683,CAMERALESS,,
207928,appearance.d34107.s26.c2.sc3,NONPUBLIC,NONPUBLIC,UNAVAILABLE,SHADOW_UNAVAILABLE,UNRESOLVED_M2_TEXTURE_REFERENCE,interface\buttons\glowstar.blp,MAINHAND,RANGED,LEFT,21554,1,34107,item\objectcomponents\weapon\firearm_2h_rifle_pvphorde_a_01.m2,item\objectcomponents\weapon\firearm_2h_rifle_pvphorde_a_0100.skin,item\objectcomponents\weapon\firearm_2h_rifle_pvphorde_a_01.blp,,,,,,,,,,,3.864974,,,
207929,appearance.d34109.s21.c2.sc4,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,17105,69,34109,item\objectcomponents\weapon\hammer_1h_epic_d_01.m2,item\objectcomponents\weapon\hammer_1h_epic_d_0100.skin,item\objectcomponents\weapon\hammer_epic_d_01silver.blp,m2:4a089ee3c3d04c8e5c9a55143e2b2ddbc0c52ffac5e7bd4418b4684fedff5cc3,9cade7959b24a893a42b2e3d00f827a2bb7260f6cae68e083d00ce593e95320f,e528ca8d707aa49ed538c5257c4825225a7b3cbce5fe24e038c3a3ce93166bc7,51d6675519cf263656af6e83ef1cb4f71831cf9a19fa1901d61c990da63d96ec,,,,ONE_HAND_MACE,COMPACT,1.651763,0.885704,CAMERALESS,,
207930,appearance.d34110.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,17066,67,34110,item\objectcomponents\shield\shield_epic_a_01.m2,item\objectcomponents\shield\shield_epic_a_0100.skin,item\objectcomponents\shield\shield_epic_a_01.blp,m2:03b290684c717d3c3470706f3fedb10c3ad7d76d69f43fd68365baa22cfe1d69,8b113e7e3c235896cdb0d66b501a51a5f01ed9c28a03f222bd0e8f68ddae8788,5dca51d0c37ede65b039f6936dbbd988c56c3e6ce50b4f3e6892833119045af3,27f226b6b434f53142122673f5ce5db79ac2756ce02286d05dc1453b772661ab,4438,41473,ACTIVE,SHIELD,SHIELD,1.098646,0.936383,CAMERALESS,,
207931,appearance.d34111.s13.c2.sc15,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,17071,69,34111,item\objectcomponents\weapon\knife_1h_epic_a_05.m2,item\objectcomponents\weapon\knife_1h_epic_a_0500.skin,item\objectcomponents\weapon\knife_1h_epic_a_05black.blp,m2:368de91591d78fbf65e9a673452c45fde14993fbf1773911cb96ffa6704f5df1,9a5d60f50b1ae6a06d4ea33c4b62549f94aef0acc415a873c77be81c8ab61ae0,b555c463e3c1233acbf7ba0f142b05f12be6c3563bf5c5a16a8f992d7204fcdc,14fcde0e14956e7ba365d385c964aef66bda2a1e1768ff64bc38b146361dcf97,4439,41474,ACTIVE,DAGGER,LONG_AXIS,4.124053,0.51446,CAMERALESS,,
207932,appearance.d34112.s17.c2.sc8,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,18822,68,34112,item\objectcomponents\weapon\sword_2h_epic_a_03.m2,item\objectcomponents\weapon\sword_2h_epic_a_0300.skin,item\objectcomponents\weapon\sword_2h_epic_a_03.blp,m2:14cc2b0966bfc732359f3c6e6ca3f3caefc8567b49c126e4a52b6f0fb9a68395,b00bca9e2f044fe9bdc2f60d2abc255921ea783e2921e8b749380dbb5c450d1d,53c5eb680839a5b40af4e5f04d9a7f7e461a94798a7971e3344c27e69f30a434,fbcef291fbdea941712af8307032b6f10e895a4fb8aafffb0146c151febb022b,,,,TWO_HAND_SWORD,FLAT,3.5644,1.060826,CAMERALESS,,
207933,appearance.d34114.s17.c2.sc10,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,18842,70,34114,item\objectcomponents\weapon\stave_2h_epic_a_01.m2,item\objectcomponents\weapon\stave_2h_epic_a_0100.skin,item\objectcomponents\weapon\stave_2h_epic_a_01.blp,m2:026ef3b2a09fafe95502c10e125c940077ce64b80bedeaa008ae1f9ee28a87bc,d6073e8e5fdfaca53c82a82151cccd9952304de35e8504a33e7d023820c0393b,38b6e0b990810cc58ec5f4e6b56f490d8862bd06fbfe87a302a8cd267f268e23,b5d013664adf64d2467282e79b9b7943f355bb319783f9c8138b52d0eca97656,4440,41475,ACTIVE,STAFF,FLAT,2.220231,1.797633,CAMERALESS,,
207934,appearance.d34115.s15.c2.sc18,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,21550,1,34115,item\objectcomponents\weapon\bow_2h_crossbow_zulgurub_d_01.m2,item\objectcomponents\weapon\bow_2h_crossbow_zulgurub_d_0100.skin,item\objectcomponents\weapon\bow_2h_crossbow_zulgurub_d_01red.blp,m2:d0e8788294fc1e4181f6c52ea90ce1890298d3990029e7e5fa259eb8bd4c1b17,e28b6dffe08a81e78890a77c2ca628d42c05980685bcb37bc6c25abded08b924,21e5d3d79a2b788fb460e79a9ad8dd8055a063a9826c42c1ec8ef1137eccfdbc,e8f497c44acadda24d990b270408f6b00661a5aa19961ea78cf8caef7fefa583,,,,CROSSBOW,RANGED,3.829091,0.754771,CAMERALESS,,
207935,appearance.d34116.s26.c2.sc3,NONPUBLIC,NONPUBLIC,UNAVAILABLE,SHADOW_UNAVAILABLE,UNRESOLVED_M2_TEXTURE_REFERENCE,interface\buttons\glowstar.blp,MAINHAND,RANGED,LEFT,21564,1,34116,item\objectcomponents\weapon\firearm_2h_rifle_pvpalliance_a_01.m2,item\objectcomponents\weapon\firearm_2h_rifle_pvpalliance_a_0100.skin,item\objectcomponents\weapon\firearm_2h_rifle_pvpalliance_a_01.blp,,,,,,,,,,,3.970518,,,
207936,appearance.d34127.s14.c4.sc6,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,21572,1,34127,item\objectcomponents\shield\shield_pvpalliance_a_01.m2,item\objectcomponents\shield\shield_pvpalliance_a_0100.skin,item\objectcomponents\shield\shield_pvp_alliance_a_01.blp,m2:3d02cdf5ab414216f9b340b16fc397a0724f5be4da2af032b3abe59227a557c0,514cab33f2a27741ca3c25503512d7aabf8b632e884f05dadb5addcb592870c9,73dd9d4cf30fbd314ec678efb7050a6691a1b2aba5a69b3447badd63a78c730a,1b6ed43efe9744fed804a0a0cc5aaeb91c4d657a860ee2f5b0cfe0788da1f8d9,,,,SHIELD,SHIELD,3.818658,0.597753,CAMERALESS,,
207937,appearance.d34128.s13.c2.sc7,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21573,1,34128,item\objectcomponents\weapon\sword_1h_pvpalliance_a_01.m2,item\objectcomponents\weapon\sword_1h_pvpalliance_a_0100.skin,item\objectcomponents\weapon\sword_1h_pvpalliance_a_01blue.blp,m2:fe3ae151bfafa12fe1483c9aeaa76b08a8ccd3ab2f3d351af97a52e0353272ee,009130eeaaa069184b24885fad992ba54c06d227a5095abf1c8a8da63d7ab78a,80053e9a451f9b802f7144be211d114869ba04e9fce2750fdc65dcdae5c35501,5bd25d7c68eb1d19b0935eb3ecb791b84ed10ccfd7f52f594a099906e0206b66,,,,ONE_HAND_SWORD,LONG_AXIS,16.780262,1.017563,CAMERALESS,,EXTREME_ASPECT_RATIO
207938,appearance.d34133.s17.c2.sc1,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21580,1,34133,item\objectcomponents\weapon\axe_2h_pvphorde_a_01.m2,item\objectcomponents\weapon\axe_2h_pvphorde_a_0100.skin,item\objectcomponents\weapon\axe_2h_pvphorde_a_01.blp,m2:2118f2732a242e9f10caee36998743085d0820f5b5ea0ca0edac0dc125a01ad8,77e69c975ca95febee594bd024350ca4ba326f8884063d5e2e847c20430a4f9b,402f6376f3b6556a8db5da3cbf734b7b84e64a5dc07744df53291f9190e23941,5653b64204daaaac28647344caf2251dea6e1ef78d45cfa8ca12ae9e1eb084b2,,,,TWO_HAND_AXE,LONG_AXIS,4.447106,0.986126,CAMERALESS,,
207939,appearance.d34134.s17.c2.sc10,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21273,79,34134,item\objectcomponents\weapon\stave_2h_ahnqiraj_d_02.m2,item\objectcomponents\weapon\stave_2h_ahnqiraj_d_0200.skin,item\objectcomponents\weapon\stave_2h_ahnqiraj_d_02.blp,m2:8f1d107652442196373a43cb89134dcc96c3091f622568c5606e72a5840b4f0a,c069b2cc81959283306a9f708d7dd672c75125914cf43e8665da07c0bf38009e,20ba9f583319ad3ba9e0aa519f48ba9f41f5e3f1072233927b21142aa9fb83c5,f3c2def5a53781e08c8d6509231560020d0effc639145dff5414a013d59ef1d5,4441,41476,ACTIVE,STAFF,LONG_AXIS,8.145534,1.153061,CAMERALESS,,
207940,appearance.d34135.s17.c2.sc10,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21275,79,34135,item\objectcomponents\weapon\stave_2h_ahnqiraj_d_04.m2,item\objectcomponents\weapon\stave_2h_ahnqiraj_d_0400.skin,item\objectcomponents\weapon\stave_2h_ahnqiraj_d_04purple.blp,m2:39837d67c656a4a19c4ac56e6dde9e99d85502ccf1b5a4ed4740f0d2b37beccb,42ce839f45743775a37b6f50157551b8cf752687395c5b50f1056a80a180d304,8fddeba480d2f2eeaa569aeacfa5c85fa06a778735afdc6015d41a4e322debb1,77fb90bf4157a8bde021ff3bcc7e6f2e8967ae61952acea01e48b68d6f46c955,4442,41477,ACTIVE,STAFF,LONG_AXIS,6.378922,1.125067,CAMERALESS,,
207941,appearance.d34137.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,21269,79,34137,item\objectcomponents\shield\shield_ahnqiraj_d_02.m2,item\objectcomponents\shield\shield_ahnqiraj_d_0200.skin,item\objectcomponents\shield\shield_ahnqiraj_d_02.blp,m2:470edc2dee9291b4e50dbdb99b9e437d34f18a11bcd0704d4e2d4c60ef1a51b6,1e3c1dbefc62c3fa0590c2cac592f57ca82d30fa885ef2ee4efc96811dde561d,5244b650ec68aebeb2e6b96939d28d2968f736b004f9ad682f3ae3b8541da78c,b04480bc4b385e2635441811000144161aa6b90522354e15ec52f820e2251a8c,4443,41478,ACTIVE,SHIELD,SHIELD,3.299825,0.546452,CAMERALESS,,
207942,appearance.d34139.s26.c2.sc3,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,21272,79,34139,item\objectcomponents\weapon\firearm_2h_rifle_ahnqiraj_d_02.m2,item\objectcomponents\weapon\firearm_2h_rifle_ahnqiraj_d_0200.skin,item\objectcomponents\weapon\firearm_2h_rifle_ahnqiraj_d_02.blp,m2:aee760641f32f561722e5e2e68aa629e68cb5704223f53a1a80acbdca05c62ee,43d02e30e7dd113a698f1eadf2bdd2ec5b0703493d403feda39906ea8deb7417,35973b63389f62412876c92fb78fe12a28caf4d16349419c7fe566415b60da97,501d4f84a32ebafedabe1c6be61306cbb0b11837f26b7a52efc34f60ec42c18c,4444,41479,ACTIVE,GUN,RANGED,2.207139,3.69529,CAMERALESS,,
207943,appearance.d34142.s13.c2.sc15,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21244,79,34142,item\objectcomponents\weapon\knife_1h_ahnqiraj_d_04.m2,item\objectcomponents\weapon\knife_1h_ahnqiraj_d_0400.skin,item\objectcomponents\weapon\knife_1h_ahnqiraj_d04.blp,m2:f43ac56f4b79430a468c5d6000cd4e8e061ae6881fa11bf3a8fe06273ee93624,93ac3849bec1d1d9cf1cc201139631a90a6f5384db3bf2fac7d5e387f5fcf2a7,fd347125366998761e4f4c5064a4a63100d34a1d5876c725febf3f587b342bd0,6cf98d333e547dcadf77be3846478b5b8188b30f2b80daadf750b4f27d07c953,4445,41480,ACTIVE,DAGGER,LONG_AXIS,6.719566,0.512429,CAMERALESS,,
207946,appearance.d34178.s13.c2.sc0,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21242,79,34178,item\objectcomponents\weapon\axe_1h_ahnqiraj_d_02.m2,item\objectcomponents\weapon\axe_1h_ahnqiraj_d_0200.skin,item\objectcomponents\weapon\axe_1h_ahnqiraj_d02.blp,m2:648169c3f25153c1f04ae2fdf9d2468c89a41e1a64d0021e4191314947b6f0d4,55f34ba81d14c490a77fa05c76228a285680ae5bee6986dfde6762ce24dfda62,fed719d4f217e5f771a13014957e8032fd9636b34ca2944776d9fa015e7dc828,0851ae9cf6ea5fdbcc6e24971080969b08471fac664c0b574883ed59518f890d,4446,41481,ACTIVE,ONE_HAND_AXE,LONG_AXIS,4.958555,0.51872,CAMERALESS,,
207954,appearance.d34190.s23.c4.sc0,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,HELD_IN_OFFHAND,LEFT,21597,81,34190,item\objectcomponents\weapon\hand_1h_ahnqiraj_d_02.m2,item\objectcomponents\weapon\hand_1h_ahnqiraj_d_0200.skin,item\objectcomponents\weapon\hand_1h_ahnqiraj_d_02purple.blp,m2:001a519658bf9651266f832ea89f95c74aacc6d8804588018f478af9d5eb1185,0fb0d17abac92a2cd02097854e7e6df1029dd0028d5a9b769042d12e11d3e4d7,290a4896a73c7303ad9a5bea47c780dc3bdf14bc9cba64f903f741fb041b40d5,5d25a72d4548fe8078c882c127a0bb3985047cf974c096bf3fa9a155244087af,4447,41482,ACTIVE,ONE_HAND_AXE,HELD_OFFHAND,4.606535,0.378408,CAMERALESS,,
207959,appearance.d34198.s26.c2.sc19,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,21603,78,34198,item\objectcomponents\weapon\wand_1h_ahnqiraj_d_02.m2,item\objectcomponents\weapon\wand_1h_ahnqiraj_d_0200.skin,item\objectcomponents\weapon\wand_1h_ahnqiraj_d_02purple.blp,m2:f2b763094f9001613fbf94cb8645f969b16e670072a29159ab90aaed1ff16c50,248595bbd2f7aaaac0c9211a25e0fa32dbe12f013ce868790002abd4f2e8f253,b3fcbfdd1a7edc6ea8b8746c8ae157abf94e6a905f75ce65f2928206a8c71c89,36bd1fc467a40eb73fcf9bb6376534bd48031f3c4c3cb7d688ff816e13b53b07,4448,41483,ACTIVE,WAND,RANGED,2.507502,0.373161,CAMERALESS,,
207964,appearance.d34206.s14.c4.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,SHIELD,LEFT,21610,81,34206,item\objectcomponents\shield\shield_ahnqiraj_d_03.m2,item\objectcomponents\shield\shield_ahnqiraj_d_0300.skin,item\objectcomponents\shield\shield_ahnqiraj_d_03.blp,m2:126de975a72a24df7b41fb9fd12cfbb3afcef551d998299a1227b3929659a45c,3def089e230cb9739c8d9cfb0a5fae6db3fde473c1772963c8ec104375321197,1b07d8f3e9fa03d0b0e2a8b0106a29a7bf5becb0a1205da65c7a976c5c8816ea,adab64606c76e032adb8a93280b532eedec7baa9f85b222dbec7d047f28ee7d6,4449,41484,ACTIVE,SHIELD,SHIELD,3.70356,0.571438,CAMERALESS,,
207973,appearance.d34223.s15.c2.sc2,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,RANGED,LEFT,21616,78,34223,item\objectcomponents\weapon\bow_1h_ahnqiraj_d_02.m2,item\objectcomponents\weapon\bow_1h_ahnqiraj_d_0200.skin,item\objectcomponents\weapon\bow_1h_ahnqiraj_d02.blp,m2:653b35de7228d3234a4c1d5d8eaa297e2af0cde556b907e27b8aee3dbd688391,bfdbb918e5bbcc9c99014b115a6de71c97827b0e22ad582807ee13def56ab9e5,268f5602c49fccd53050cd50b65ca2a4ffb99f99bfe91a88f6b7e0b110bc261f,68f625b0b7a66b33e4f34d19264da495e99d906aa76dd2f0ec9e9b3c4cd89a70,4450,41485,ACTIVE,BOW,RANGED,11.617793,1.023828,CAMERALESS,,
207993,appearance.d34250.s17.c2.sc6,PUBLIC,READY,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21635,77,34250,item\objectcomponents\weapon\polearm_2h_ahnqiraj_d_01.m2,item\objectcomponents\weapon\polearm_2h_ahnqiraj_d_0100.skin,item\objectcomponents\weapon\polearm_2h_ahnqiraj_d_01_purple.blp,m2:b1e232c32cb05bdc78b03fd1949f1422ed91560f0b42fc4cf3ccee5ad55c3698,6a825c4daa7efab0236b5a55235426f1f7b15ae7c75f7e14273114561a96326b,e1b2e2e7fe3e3cc41224bea09e930645e3af1b79b249ccd2dbbd7babdcc46033,6723f5431fd3bc5a92368b1634969983dcf1237ad7892732aebed72a5b9a623e,4451,41486,ACTIVE,POLEARM,LONG_AXIS,13.625344,0.948819,CAMERALESS,,
208009,appearance.d34288.s23.c4.sc0,PUBLIC,READY,READY,SHADOW_READY,READY,,OFFHAND,HELD_IN_OFFHAND,LEFT,21666,76,34288,item\objectcomponents\weapon\hand_1h_ahnqiraj_d_03.m2,item\objectcomponents\weapon\hand_1h_ahnqiraj_d_0300.skin,item\objectcomponents\weapon\hand_1h_ahnqiraj_d_03purple.blp,m2:624ee94af93a5f3affa0fa193b5a895d94860beb08450e96434798660325156f,dc922ac2a8940dbb61782372355b8681f8f41b797eda9e8ee278c49f51edf82b,7654488766aca043aea0ae5900fd625c7968f91f26f07868dc01c50dfd012172,18e762a9abee48a037d3d9614d43c23d6afaf414086d5be6d864142142d1e399,4452,41487,ACTIVE,ONE_HAND_AXE,HELD_OFFHAND,4.811285,0.365215,CAMERALESS,,
208013,appearance.d34296.s21.c2.sc13,NONPUBLIC,NONPUBLIC,READY,SHADOW_READY,READY,,MAINHAND,MAINHAND,LEFT,21673,76,34296,item\objectcomponents\weapon\hand_1h_blackwing_a_02.m2,item\objectcomponents\weapon\hand_1h_blackwing_a_0200.skin,item\objectcomponents\weapon\hand_1h_blackwing_a_02.blp,m2:8e6b41c140f55407ba42c1fc46d794a72eda0f7d1c85473198e1cde855aeafe0,096dc6483f75a28dd7bac1a8f306e52422c1cccfa4c0ecb5157a65c85d41928a,7e7e262f1b94239ac3eebe5dc092af605ef6d144c4e40108e47b8c75f5be46ab,187661066ae269a0c792d8d03da10832dbd70fc774ce8b8c460373e5c94725bc,,,,FIST_WEAPON,FLAT,2.197089,0.541279,CAMERALESS,,
