candidateKey,itemSetId,active,presentationStatus,expansion,acquisition,raidTier,pvpSeason,displayLabel,difficulty,medianItemLevel,ruleKey,reasonCode
itemset:666,666,true,REVIEWED,TBC,PVE,T5,NONE,T5,RAID,133,tbc-t5-ssc-tempest-keep,REVIEWED_ITEMSET_TBC_T5_SERPENTSHRINE_TEMPEST_KEEP
itemset:667,667,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,100.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:668,668,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:669,669,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:670,670,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:671,671,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:672,672,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:673,673,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:674,674,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:675,675,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:676,676,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:677,677,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:678,678,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:679,679,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:680,680,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:681,681,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:682,682,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:683,683,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:684,684,true,REVIEWED,TBC,PVE,T6,NONE,T6,RAID,146.0,tbc-t6-hyjal-black-temple-sunwell,REVIEWED_ITEMSET_TBC_T6_HYJAL_BLACK_TEMPLE_SUNWELL
itemset:685,685,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:686,686,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:687,687,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:688,688,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:689,689,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:690,690,true,REVIEWED,TBC,PVP,NONE,S1,S1 · 角斗士,RAID,123,tbc-pvp-s1-arena,REVIEWED_ITEMSET_TBC_ARENA_SEASON_1_GLADIATOR
itemset:691,691,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:692,692,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:693,693,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:694,694,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:695,695,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:696,696,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,115,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:697,697,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:698,698,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,72.5,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:699,699,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,156.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:700,700,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:701,701,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:702,702,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:703,703,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:704,704,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:705,705,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:706,706,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:707,707,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:708,708,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:709,709,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:710,710,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:711,711,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:712,712,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:713,713,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:714,714,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:715,715,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:716,716,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:717,717,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,72.5,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:718,718,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 荣誉,DUNGEON,68.0,tbc-pvp-honor-non-arena,REVIEWED_ITEMSET_TBC_PVP_HONOR_NON_ARENA
itemset:719,719,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,141.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:720,720,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:721,721,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:722,722,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:723,723,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:724,724,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:725,725,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:726,726,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:727,727,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:728,728,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:729,729,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:730,730,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:731,731,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:732,732,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:733,733,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:734,734,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:735,735,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:736,736,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:737,737,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:738,738,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:739,739,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:740,740,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:741,741,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:742,742,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:743,743,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:744,744,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:745,745,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:746,746,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:747,747,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:748,748,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:749,749,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:750,750,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:751,751,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:752,752,true,REVIEWED,TBC,PVP,NONE,NONE,PvP · 声望,DUNGEON,115,tbc-pvp-reputation-blue,REVIEWED_ITEMSET_TBC_PVP_REPUTATION_BLUE_NON_ARENA
itemset:754,754,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,146.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:755,755,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,140.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:756,756,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,142.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:757,757,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,142.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:759,759,false,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,154.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:760,760,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,159,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:761,761,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,1,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:762,762,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,1.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:763,763,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,138.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:764,764,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,158.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:765,765,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,136,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:766,766,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:767,767,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:768,768,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,200,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:769,769,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,136,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:770,770,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:771,771,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,146,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:772,772,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:773,773,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:774,774,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:775,775,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,136,wrath-pvp-s5-savage-druid-sanctuary,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE_CLASS_FIX
itemset:776,776,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,136,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:777,777,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:778,778,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:779,779,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:780,780,true,REVIEWED,WRATH,PVP,NONE,S5,S5 · 凶残角斗士,DUNGEON,123,wrath-pvp-s5-savage,REVIEWED_ITEMSET_WRATH_ARENA_SEASON_5_SAVAGE
itemset:781,781,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:782,782,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:783,783,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:784,784,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,115.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:785,785,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,1,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:787,787,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:788,788,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:789,789,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:790,790,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:791,791,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:792,792,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:793,793,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:794,794,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:795,795,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:796,796,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:797,797,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:798,798,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:799,799,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:800,800,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:801,801,true,REVIEWED,WRATH,PVE,T7,NONE,T7,HIGH,213,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX_HIGH_ITEM_LEVEL
itemset:802,802,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:803,803,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:804,804,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:805,805,true,REVIEWED,WRATH,PVE,T7,NONE,T7,RAID,200,wrath-t7-naxx,REVIEWED_ITEMSET_RANGE_WRATH_T7_NAXX
itemset:812,812,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,24.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:813,813,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,187.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:814,814,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,187.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:815,815,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,187.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:816,816,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,187.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:817,817,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,187.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
itemset:818,818,true,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,,UNKNOWN,187.0,unclassified,NO_REVIEWED_ITEMSET_PRESENTATION_RULE
